Pclass,Sex,Age,Fare,FamilySize,IsAlone,Embarked_C,Embarked_Q,Embarked_S,Survived
3,1,-0.6979388596627996,-0.47047714457516815,-0.5563385795422586,1,0,0,1,0
1,1,-0.17187922089826338,3.741361588187253,0.7031624336026958,0,1,0,0,0
2,0,0.24145335241672933,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
1,0,1.1056941875298958,-0.08535131670011094,-0.5563385795422586,1,1,0,0,1
2,1,-0.4724847287637126,-0.34927447051429306,-0.5563385795422586,1,1,0,0,0
3,1,0.3541804178662728,-0.3627215373965967,0.7031624336026958,0,0,0,1,0
2,1,0.20387766393354817,-0.12118239860018547,0.07341192703021858,0,0,0,1,1
1,1,-1.9003608911245966,1.0419180907646057,0.7031624336026958,0,0,0,1,1
3,0,-2.050663645057321,-0.01134455746647263,3.222164459892605,0,0,0,1,0
2,1,0.05357491000082355,-0.6625632269369692,-0.5563385795422586,1,0,0,1,0
2,1,-0.322181974830988,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,1,-0.3973333517973503,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
3,1,-0.6227874826964372,-0.48218971057283894,-0.5563385795422586,1,0,0,1,0
2,1,0.12872628696718585,-0.44392866164711425,-0.5563385795422586,1,0,0,1,0
2,1,1.857207957193519,-0.3710504732171626,-0.5563385795422586,1,0,0,1,0
3,0,0.2790290408999105,-0.3325291450470453,1.3329129401751731,0,0,0,1,1
2,1,-0.4724847287637126,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
2,1,-0.7730902366291619,0.10265775157752322,0.7031624336026958,0,0,0,1,0
3,1,2.6838731038235046,-0.5011900954135049,-0.5563385795422586,1,0,1,0,0
3,1,-0.322181974830988,-0.24680981981573616,0.07341192703021858,0,0,0,1,0
2,0,0.9553914335971713,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
2,1,-0.8482416135955242,-0.42310632209569954,-0.5563385795422586,1,0,0,1,0
2,1,-0.17187922089826338,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
1,1,1.857207957193519,0.946743341142999,0.07341192703021858,0,0,0,1,0
3,1,-0.322181974830988,-0.5120343698518817,-0.5563385795422586,1,1,0,0,0
1,1,1.3311483184289827,0.4201984297365983,-0.5563385795422586,1,0,0,1,0
3,1,-1.3743012523600604,0.314004498024383,3.851914966465082,0,0,0,1,0
2,1,-0.6227874826964372,0.8678787300920157,0.7031624336026958,0,0,0,1,0
2,1,-0.021576466965538756,-0.44392866164711425,-0.5563385795422586,1,0,0,1,0
3,1,0.7299373026980843,-0.1597037267703028,-0.5563385795422586,1,0,0,1,0
3,0,0.7299373026980843,-0.05611258750201434,2.592413953320128,0,0,1,0,0
3,1,0.5044831717989974,-0.3387758469124697,0.07341192703021858,0,0,0,1,0
1,0,-0.9233929905618865,1.6049895502120983,0.07341192703021858,0,1,0,0,1
3,1,-0.322181974830988,-0.48218971057283894,-0.5563385795422586,1,0,0,1,0
3,0,-1.3743012523600604,-0.01134455746647263,3.222164459892605,0,0,0,1,0
3,0,1.3311483184289827,-0.36063930344145523,0.07341192703021858,0,0,0,1,0
1,1,0.8050886796644466,-0.12118239860018547,-0.5563385795422586,1,0,0,1,0
3,0,0.654785925731722,-0.009002044266938455,3.222164459892605,0,0,0,1,1
2,0,-0.09672784393190106,-0.40540733347699703,-0.5563385795422586,1,0,1,0,1
1,0,-0.7730902366291619,-0.03789304039452642,-0.5563385795422586,1,0,0,1,1
1,0,1.406299695395345,0.16200141929905532,0.07341192703021858,0,1,0,0,1
3,1,-0.322181974830988,-0.5014503746578975,-0.5563385795422586,1,0,1,0,0
1,0,0.4293317948326351,2.3883426220079627,0.07341192703021858,0,1,0,0,1
1,1,0.8050886796644466,-0.6625632269369692,-0.5563385795422586,1,0,0,1,0
3,1,0.12872628696718585,-0.5006695369247195,-0.5563385795422586,1,0,0,1,0
3,0,-1.5997553832591473,-0.22373242089090317,1.9626634467476503,0,0,0,1,0
3,1,-0.2470305978646257,-0.27136352261476443,-0.5563385795422586,1,1,0,0,1
2,1,-0.3973333517973503,0.8678787300920157,0.7031624336026958,0,0,0,1,0
3,1,-0.5476361057300749,-0.5120343698518817,-0.5563385795422586,1,1,0,0,0
2,0,-1.9003608911245966,-0.18364941725442976,0.7031624336026958,0,0,0,1,1
1,1,1.180845564496258,-0.10973011184690733,-0.5563385795422586,1,0,0,1,1
1,0,0.9553914335971713,4.075039579498675,-0.5563385795422586,1,1,0,0,1
1,1,0.20387766393354817,-0.02748187061881904,-0.5563385795422586,1,1,0,0,1
3,1,1.631753826294432,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
3,0,-1.1112714329777922,-0.36159296659291,0.07341192703021858,0,1,0,0,0
3,1,-0.322181974830988,-0.5157657330994951,-0.5563385795422586,1,0,0,1,0
3,1,-0.17187922089826338,-0.36159296659291,0.07341192703021858,0,1,0,0,0
1,1,0.8050886796644466,-0.10973011184690733,-0.5563385795422586,1,0,0,1,0
3,1,-1.5997553832591473,-0.05611258750201434,2.592413953320128,0,0,1,0,0
2,1,0.9553914335971713,-0.10036005904877071,0.07341192703021858,0,0,0,1,0
1,0,0.8050886796644466,2.138041442728316,0.7031624336026958,0,1,0,0,1
3,0,-1.8252095141582343,-0.009002044266938455,3.222164459892605,0,0,0,1,1
3,1,0.05357491000082355,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,0,-0.5852117942132561,-0.5011900954135049,-0.5563385795422586,1,0,1,0,1
3,1,-1.9003608911245966,-0.05611258750201434,2.592413953320128,0,0,1,0,0
2,1,-2.1385907561079653,-0.2721443603479425,0.7031624336026958,0,0,0,1,1
2,0,-0.09672784393190106,-0.12118239860018547,0.07341192703021858,0,0,0,1,1
3,1,-0.6979388596627996,-0.5790135894869175,-0.5563385795422586,1,1,0,0,0
3,1,-0.322181974830988,-0.5121218236779976,-0.5563385795422586,1,1,0,0,0
1,1,0.8050886796644466,-0.023404856534652064,-0.5563385795422586,1,1,0,0,0
3,1,-0.9233929905618865,-0.48218971057283894,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.4811485935952681,-0.5563385795422586,1,1,0,0,0
3,1,-0.021576466965538756,-0.5006695369247195,-0.5563385795422586,1,0,0,1,0
3,1,0.4293317948326351,-0.5142040576331391,-0.5563385795422586,1,0,0,1,0
3,0,-1.750058137191872,-0.01134455746647263,3.222164459892605,0,0,0,1,0
3,0,-0.7730902366291619,-0.49849984914346207,-0.5563385795422586,1,0,1,0,1
3,1,-0.6227874826964372,-0.4990204076322475,-0.5563385795422586,1,0,0,1,0
3,1,-0.6979388596627996,-0.4575506361816498,-0.5563385795422586,1,0,0,1,0
2,0,-1.6749067602255097,-0.11597681371233177,0.7031624336026958,0,0,0,1,1
3,1,0.7299373026980843,-0.4975461859920073,-0.5563385795422586,1,0,0,1,1
3,1,-0.2470305978646257,-0.36159296659291,0.07341192703021858,0,1,0,0,0
3,0,1.180845564496258,-0.36159296659291,0.07341192703021858,0,1,0,0,0
3,1,0.2790290408999105,-0.2351847076441813,0.7031624336026958,0,0,0,1,0
2,1,-2.050663645057321,-0.12118239860018547,0.7031624336026958,0,0,0,1,1
1,0,0.4293317948326351,1.192794680920202,0.07341192703021858,0,1,0,0,1
3,0,-0.2470305978646257,-0.32732356015919156,0.07341192703021858,0,0,0,1,0
3,1,0.20387766393354817,0.5138115038918489,-0.5563385795422586,1,0,0,1,1
1,0,0.4293317948326351,2.1616394001419343,-0.5563385795422586,1,0,0,1,1
3,0,-0.09672784393190106,-0.3627215373965967,0.7031624336026958,0,0,0,1,0
3,1,0.7299373026980843,-0.01134455746647263,3.222164459892605,0,0,0,1,0
3,1,-0.09672784393190106,-0.464751001198529,-0.5563385795422586,1,0,0,1,0
1,1,0.5796345487653597,-0.04413974225995086,0.07341192703021858,0,1,0,0,0
3,1,-0.322181974830988,-0.5116012651892122,-0.5563385795422586,1,0,0,1,0
3,1,-1.9003608911245966,-0.01134455746647263,3.222164459892605,0,0,0,1,0
1,1,-0.4724847287637126,0.6567048090634326,0.07341192703021858,0,1,0,0,1
3,1,0.654785925731722,-0.5157657330994951,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.5157657330994951,-0.5563385795422586,1,0,0,1,0
2,0,-0.021576466965538756,-0.44392866164711425,-0.5563385795422586,1,0,0,1,1
1,1,1.857207957193519,0.41733535804827876,-0.5563385795422586,1,0,0,1,0
2,0,-0.3973333517973503,-0.36063930344145523,0.7031624336026958,0,0,0,1,1
3,1,-0.09672784393190106,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,0,-0.5852117942132561,-0.1970111125445726,0.7031624336026958,0,1,0,0,1
3,0,-1.1488471214609735,-0.4990204076322475,-0.5563385795422586,1,0,0,1,0
2,0,0.880240056630809,-0.25652760568438143,0.07341192703021858,0,0,0,1,1
3,1,-0.322181974830988,-0.36063930344145523,-0.5563385795422586,1,0,0,1,0
2,0,1.5566024493280697,-0.44392866164711425,-0.5563385795422586,1,0,0,1,1
3,1,-0.322181974830988,-0.5120343698518817,-0.5563385795422586,1,1,0,0,0
3,1,-0.6227874826964372,-0.5006695369247195,-0.5563385795422586,1,0,0,1,0
1,0,-0.5476361057300749,0.36814258085806145,0.7031624336026958,0,1,0,0,1
3,1,-0.3973333517973503,-0.5064831341274745,-0.5563385795422586,1,0,0,1,0
2,0,-0.6227874826964372,-0.44392866164711425,-0.5563385795422586,1,0,0,1,1
3,1,1.631753826294432,-0.5156782792733793,-0.5563385795422586,1,0,0,1,0
2,0,-0.3973333517973503,-0.10036005904877071,1.3329129401751731,0,0,0,1,1
2,1,-0.7730902366291619,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,1,-0.5476361057300749,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
1,1,2.3832675959580554,0.03498514803542525,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
3,1,-0.7730902366291619,-0.45078337582744,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
3,0,-0.5476361057300749,-0.5011900954135049,-0.5563385795422586,1,0,1,0,1
3,1,-0.09672784393190106,-0.1935400285413518,-0.5563385795422586,1,0,0,1,0
2,0,1.857207957193519,-0.18364941725442976,1.9626634467476503,0,0,0,1,1
3,1,0.880240056630809,-0.5142040576331391,-0.5563385795422586,1,0,0,1,0
3,1,-0.05915215544871991,-0.5120343698518817,-0.5563385795422586,1,1,0,0,0
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,1,0,0,0
2,1,-0.6227874826964372,-0.42310632209569954,0.07341192703021858,0,0,0,1,0
2,0,0.8050886796644466,0.14950801556820642,0.7031624336026958,0,0,0,1,1
2,1,0.5044831717989974,-0.44392866164711425,-0.5563385795422586,1,0,0,1,0
2,0,-0.021576466965538756,-0.12118239860018547,0.07341192703021858,0,0,0,1,1
3,0,-1.0736957444946111,-0.36159296659291,0.07341192703021858,0,1,0,0,1
3,1,0.8426643681476278,-0.5011900954135049,-0.5563385795422586,1,0,1,0,0
3,1,-0.021576466965538756,-0.5011900954135049,-0.5563385795422586,1,0,1,0,1
2,0,0.2790290408999105,-0.12118239860018547,0.7031624336026958,0,0,0,1,1
3,1,-0.7730902366291619,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
2,1,0.4293317948326351,-0.44392866164711425,-0.5563385795422586,1,0,0,1,0
1,0,-0.8482416135955242,4.800698112865479,1.9626634467476503,0,1,0,0,1
3,0,-0.8482416135955242,-0.2919255829217865,0.07341192703021858,0,0,0,1,0
1,1,0.8050886796644466,0.2203039700430166,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.5015378284840135,-0.5563385795422586,1,0,1,0,0
3,1,-0.322181974830988,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
1,1,-0.6227874826964372,0.946743341142999,0.07341192703021858,0,0,0,1,0
3,0,-0.5852117942132561,-0.4995409661210328,-0.5563385795422586,1,0,1,0,1
1,0,0.7299373026980843,1.6462864962444193,0.7031624336026958,0,1,0,0,1
3,1,-0.6979388596627996,-0.4990204076322475,-0.5563385795422586,1,0,0,1,0
1,1,2.157813465058968,-0.04413974225995086,-0.5563385795422586,1,1,0,0,0
1,1,1.4814510723617074,0.522835905853432,0.07341192703021858,0,1,0,0,1
3,0,-1.8252095141582343,-0.2615603651539584,1.3329129401751731,0,1,0,0,1
1,0,0.7299373026980843,0.9959361183332165,0.7031624336026958,0,0,0,1,1
3,1,-0.9233929905618865,-0.48218971057283894,-0.5563385795422586,1,0,0,1,0
1,1,2.6838731038235046,0.6279887205880765,0.07341192703021858,0,1,0,0,0
1,0,0.4293317948326351,2.120342454109614,0.07341192703021858,0,0,0,1,1
1,0,0.4293317948326351,1.6462864962444193,-0.5563385795422586,1,1,0,0,1
3,1,-0.6227874826964372,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
1,1,0.12872628696718585,0.3888774665833603,-0.5563385795422586,1,0,0,1,0
3,1,0.20387766393354817,-0.4975461859920073,-0.5563385795422586,1,0,0,1,1
2,1,0.7299373026980843,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,1,-0.6979388596627996,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
2,1,0.3541804178662728,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
1,1,1.3311483184289827,-0.1297716136651441,-0.5563385795422586,1,0,0,1,0
1,1,0.5044831717989974,-0.1151959759791537,-0.5563385795422586,1,0,0,1,1
3,1,-0.6227874826964372,-0.32732356015919156,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,0,0.05357491000082355,-0.48218971057283894,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.5121218236779976,-0.5563385795422586,1,1,0,0,0
3,1,0.2790290408999105,-0.48236253599111567,-0.5563385795422586,1,0,0,1,0
1,0,0.05357491000082355,0.522835905853432,-0.5563385795422586,1,1,0,0,1
2,1,-2.1258150220236836,0.14950801556820642,1.3329129401751731,0,0,0,1,1
3,0,-0.6979388596627996,-0.48218971057283894,-0.5563385795422586,1,0,0,1,0
2,0,0.3541804178662728,0.014162808484010483,0.7031624336026958,0,0,0,1,1
1,1,1.180845564496258,0.07662982713825477,-0.5563385795422586,1,0,0,1,0
2,0,0.5044831717989974,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
3,1,0.7299373026980843,-0.4975461859920073,-0.5563385795422586,1,0,0,1,0
3,1,-0.6979388596627996,-0.3347842044204636,0.7031624336026958,0,1,0,0,1
3,1,0.39175610634945396,-0.5285194160747367,-0.5563385795422586,1,1,0,0,0
3,1,-0.09672784393190106,-0.464751001198529,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.17844383236657607,0.7031624336026958,0,0,1,0,1
3,1,-0.322181974830988,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
3,0,-1.4494526293264227,-0.1597037267703028,0.7031624336026958,0,0,0,1,0
3,0,-1.524604006292785,-0.3451100026040101,0.7031624336026958,0,1,0,0,0
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,1,-0.6603631711796184,-0.5116012651892122,-0.5563385795422586,1,0,0,1,0
1,0,0.4293317948326351,0.4201984297365983,0.07341192703021858,0,0,0,1,1
1,0,0.5044831717989974,2.1616394001419343,-0.5563385795422586,1,1,0,0,1
3,1,-0.322181974830988,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.5053545633237878,-0.5563385795422586,1,0,0,1,0
3,1,-0.6979388596627996,-0.48218971057283894,-0.5563385795422586,1,0,0,1,0
3,0,-0.5476361057300749,-0.44358092857660564,-0.5563385795422586,1,0,0,1,0
2,1,0.7299373026980843,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,0,0.5796345487653597,-0.4629290464877802,-0.5563385795422586,1,0,0,1,0
2,0,1.406299695395345,0.6908888439049902,1.3329129401751731,0,0,0,1,1
2,1,-0.4724847287637126,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,0,-0.5852117942132561,-0.5014503746578975,-0.5563385795422586,1,0,1,0,1
2,1,3.059629988655316,-0.44392866164711425,-0.5563385795422586,1,0,0,1,0
3,0,0.20387766393354817,-0.33981696389004046,0.7031624336026958,0,0,1,0,0
3,1,-0.9985443675282488,-0.24091085102082035,0.7031624336026958,0,0,0,1,0
2,1,-0.6227874826964372,0.8678787300920157,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.5116012651892122,-0.5563385795422586,1,0,0,1,0
2,1,0.9553914335971713,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,1,-0.3973333517973503,-0.5002364322620501,-0.5563385795422586,1,0,0,1,0
3,0,-0.5476361057300749,-0.5011900954135049,-0.5563385795422586,1,0,0,1,1
3,1,0.8050886796644466,-0.5121218236779976,-0.5563385795422586,1,1,0,0,0
1,1,-2.1318271321809923,2.493062332079938,1.3329129401751731,0,0,0,1,1
3,1,0.2790290408999105,-0.48218971057283894,-0.5563385795422586,1,1,0,0,0
3,1,-0.8482416135955242,-0.5006695369247195,-0.5563385795422586,1,0,0,1,0
3,1,-0.09672784393190106,0.5138115038918489,-0.5563385795422586,1,0,0,1,0
2,1,0.5796345487653597,-0.12118239860018547,0.07341192703021858,0,0,0,1,0
3,0,-1.8252095141582343,-0.4028045410330702,-0.5563385795422586,1,0,0,1,1
3,0,-1.2239984984273358,-0.5120343698518817,-0.5563385795422586,1,1,0,0,1
2,1,-0.17187922089826338,-0.12118239860018547,-0.5563385795422586,1,0,0,1,0
2,0,0.654785925731722,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,1,0.9553914335971713,-0.5053545633237878,-0.5563385795422586,1,0,0,1,0
3,1,-1.9755122680909587,-0.3314880280694745,0.7031624336026958,0,0,0,1,1
2,0,-0.09672784393190106,-0.3991606316115725,-0.5563385795422586,1,0,0,1,1
1,0,1.5566024493280697,4.491398916700854,0.07341192703021858,0,1,0,0,1
1,1,1.631753826294432,-0.10973011184690733,-0.5563385795422586,1,0,0,1,1
3,1,-0.322181974830988,-0.5120343698518817,-0.5563385795422586,1,1,0,0,0
1,0,-0.2470305978646257,0.9792782466920845,-0.5563385795422586,1,0,0,1,1
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
1,0,-0.3973333517973503,0.3682300346841773,-0.5563385795422586,1,1,0,0,1
1,1,0.9553914335971713,0.43173817031599243,0.07341192703021858,0,0,0,1,1
1,1,0.9553914335971713,-0.1151959759791537,-0.5563385795422586,1,0,0,1,1
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
2,1,0.5044831717989974,-0.08474330438520963,1.3329129401751731,0,0,0,1,0
1,0,-0.7730902366291619,-0.11528342980526965,0.7031624336026958,0,0,0,1,1
3,0,-0.5852117942132561,0.7856304888639273,5.741166486182514,0,0,0,1,0
1,1,2.6838731038235046,-0.10973011184690733,-0.5563385795422586,1,0,0,1,0
3,0,-1.0736957444946111,-0.49537649821074986,-0.5563385795422586,1,0,1,0,1
3,0,-0.5852117942132561,-0.5121218236779976,-0.5563385795422586,1,1,0,0,1
1,1,1.2559969414626204,0.9865660655350799,-0.5563385795422586,1,1,0,0,0
1,1,-0.09672784393190106,0.31816896593466604,-0.5563385795422586,1,0,0,1,0
2,0,1.5566024493280697,-0.12118239860018547,0.07341192703021858,0,0,0,1,1
1,0,-0.7730902366291619,1.233918801534246,0.07341192703021858,0,1,0,0,1
3,0,-0.5852117942132561,-0.1597037267703028,0.07341192703021858,0,0,1,0,1
1,1,-0.322181974830988,0.4918626757707025,0.07341192703021858,0,1,0,0,1
1,0,2.458418972924418,1.0032239371762115,-0.5563385795422586,1,0,0,1,1
1,1,-0.17187922089826338,0.4431030032431546,0.07341192703021858,0,0,0,1,1
1,0,0.4293317948326351,1.2114473326903592,0.07341192703021858,0,0,0,1,1
3,1,-0.322181974830988,-0.3481458997106064,-0.5563385795422586,1,0,0,1,0
3,1,0.9553914335971713,-0.5032723293686463,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,1,0,0,0
1,0,0.4293317948326351,0.41733535804827876,0.07341192703021858,0,0,0,1,1
3,1,-0.3973333517973503,-0.5157657330994951,-0.5563385795422586,1,0,0,1,0
3,1,-0.3973333517973503,-0.5138563245626304,-0.5563385795422586,1,0,0,1,1
2,0,-1.9003608911245966,0.14950801556820642,1.3329129401751731,0,0,0,1,1
2,0,-0.09672784393190106,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
2,1,-0.8482416135955242,0.8678787300920157,-0.5563385795422586,1,0,0,1,0
3,0,-0.17187922089826338,-0.4307418740092033,0.7031624336026958,0,0,0,1,1
1,1,0.8050886796644466,0.16200141929905532,-0.5563385795422586,1,1,0,0,0
3,1,-1.1488471214609735,0.314004498024383,3.851914966465082,0,0,0,1,0
2,0,-0.09672784393190106,-0.162827077703015,0.07341192703021858,0,1,0,0,1
3,1,-0.5476361057300749,-0.4678743521312413,-0.5563385795422586,1,0,0,1,0
1,1,0.5796345487653597,0.43173817031599243,0.7031624336026958,0,0,0,1,1
3,1,1.3311483184289827,-0.5116012651892122,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.36063930344145523,-0.5563385795422586,1,0,0,1,0
2,1,-0.09672784393190106,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,1,0.5044831717989974,-0.1597037267703028,0.7031624336026958,0,0,0,1,0
3,1,-0.6979388596627996,-0.5120343698518817,-0.5563385795422586,1,1,0,0,1
2,0,1.9323593341598813,-0.3294057941143331,-0.5563385795422586,1,0,0,1,1
3,0,-0.5852117942132561,-0.13228695228295498,1.9626634467476503,0,0,0,1,0
3,1,-0.5476361057300749,-0.5142040576331391,-0.5563385795422586,1,0,0,1,0
2,0,2.082662088092606,-0.44392866164711425,-0.5563385795422586,1,0,0,1,0
3,1,-0.021576466965538756,-0.5158531869256111,0.07341192703021858,0,0,0,1,0
3,1,-0.2470305978646257,-0.48218971057283894,0.7031624336026958,0,0,0,1,0
3,1,-0.322181974830988,-0.4949433935480804,-0.5563385795422586,1,0,0,1,0
1,0,0.7299373026980843,0.5014055539871158,0.07341192703021858,0,0,0,1,1
3,1,0.20387766393354817,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,0,0.05357491000082355,-0.4028045410330702,-0.5563385795422586,1,0,0,1,1
1,0,0.654785925731722,1.0032239371762115,-0.5563385795422586,1,0,0,1,1
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,0,-0.8482416135955242,-0.5064831341274745,-0.5563385795422586,1,0,0,1,1
2,0,-0.3973333517973503,0.6908888439049902,1.3329129401751731,0,0,0,1,1
3,0,-1.9003608911245966,-0.3148301564283428,0.7031624336026958,0,0,0,1,1
3,0,-0.5476361057300749,-0.5116012651892122,-0.5563385795422586,1,0,0,1,1
3,0,-0.5852117942132561,-0.49849984914346207,-0.5563385795422586,1,0,1,0,1
2,1,-0.4724847287637126,-0.44392866164711425,-0.5563385795422586,1,0,0,1,0
3,1,-0.8482416135955242,-0.5002364322620501,-0.5563385795422586,1,0,0,1,0
1,1,0.8050886796644466,-0.017070700843111658,-0.5563385795422586,1,0,0,1,0
3,1,0.2790290408999105,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
2,0,-1.5997553832591473,-0.11597681371233177,0.7031624336026958,0,0,0,1,1
3,1,-0.5476361057300749,-0.5116012651892122,0.07341192703021858,0,0,0,1,0
1,1,0.5044831717989974,-0.11311374202401227,-0.5563385795422586,1,0,0,1,1
2,1,-0.322181974830988,-0.3918728127685774,-0.5563385795422586,1,0,0,1,0
3,1,-0.7730902366291619,-0.4949433935480804,-0.5563385795422586,1,0,0,1,1
3,0,-0.5852117942132561,-0.17427936445629313,1.3329129401751731,0,0,0,1,0
1,1,0.5044831717989974,1.836117519232802,1.3329129401751731,0,0,0,1,1
2,1,-0.4724847287637126,-0.42310632209569954,1.3329129401751731,0,0,0,1,0
3,0,-0.021576466965538756,-0.22373242089090317,1.9626634467476503,0,0,0,1,0
3,0,-2.1258150220236836,-0.4307418740092033,0.7031624336026958,0,0,0,1,1
3,1,0.4293317948326351,-0.49815419830690855,-0.5563385795422586,1,1,0,0,0
2,1,-0.021576466965538756,-0.22529409635725928,0.07341192703021858,0,0,0,1,0
2,1,1.1056941875298958,-0.12118239860018547,0.07341192703021858,0,0,0,1,0
1,1,0.5044831717989974,0.9792782466920845,0.07341192703021858,0,0,0,1,0
3,1,-0.322181974830988,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,1,-0.322181974830988,-0.5178479670546366,-0.5563385795422586,1,0,1,0,0
3,1,-0.6227874826964372,-0.5002364322620501,-0.5563385795422586,1,0,0,1,1
3,1,-0.9985443675282488,-0.464751001198529,-0.5563385795422586,1,0,0,1,0
2,0,-1.750058137191872,0.024573978259717865,0.07341192703021858,0,0,0,1,1
3,1,0.20387766393354817,-0.4949433935480804,-0.5563385795422586,1,0,0,1,1
1,1,0.654785925731722,-0.6625632269369692,-0.5563385795422586,1,0,0,1,0
2,0,-0.2470305978646257,-0.12118239860018547,0.7031624336026958,0,0,0,1,0
1,0,1.857207957193519,0.9671325760317444,0.07341192703021858,0,1,0,0,1
1,1,0.8050886796644466,0.37855375063376884,-0.5563385795422586,1,0,0,1,0
1,1,0.8050886796644466,-0.08535131670011094,-0.5563385795422586,1,1,0,0,0
2,1,0.9553914335971713,-0.3918728127685774,-0.5563385795422586,1,0,0,1,1
3,1,-0.09672784393190106,-0.4990204076322475,-0.5563385795422586,1,0,0,1,0
1,0,0.4293317948326351,0.4431030032431546,0.07341192703021858,0,0,0,1,1
3,1,-0.8482416135955242,-0.5273054736788892,0.07341192703021858,0,0,0,1,0
3,1,-0.8482416135955242,-0.48973780866022676,-0.5563385795422586,1,0,0,1,0
3,1,-1.524604006292785,-0.009002044266938455,3.222164459892605,0,0,0,1,0
3,1,0.5044831717989974,-0.49815419830690855,-0.5563385795422586,1,0,0,1,0
3,0,-2.050663645057321,-0.08161995345249745,2.592413953320128,0,0,0,1,0
3,1,-0.322181974830988,-0.5157657330994951,-0.5563385795422586,1,0,0,1,0
2,1,1.857207957193519,-0.12118239860018547,-0.5563385795422586,1,0,0,1,0
3,0,-1.524604006292785,0.053204695142913164,1.9626634467476503,0,0,0,1,0
1,1,3.811143758318939,-0.03789304039452642,-0.5563385795422586,1,0,0,1,1
1,0,0.8050886796644466,2.5328850564720184,-0.5563385795422586,1,0,0,1,1
1,0,0.880240056630809,2.138041442728316,-0.5563385795422586,1,1,0,0,1
2,0,-0.3973333517973503,-0.12118239860018547,0.07341192703021858,0,0,0,1,1
3,1,-0.5476361057300749,-0.4751621709742364,-0.5563385795422586,1,0,0,1,0
1,0,-0.9233929905618865,0.5243101274936721,0.07341192703021858,0,0,0,1,1
3,0,1.180845564496258,-0.08161995345249745,2.592413953320128,0,0,0,1,0
3,1,-0.6979388596627996,-0.5157657330994951,-0.5563385795422586,1,0,0,1,0
1,0,1.7069052032607943,0.9671325760317444,0.07341192703021858,0,1,0,0,1
3,1,0.4293317948326351,-0.5157657330994951,-0.5563385795422586,1,0,0,1,0
3,1,0.05357491000082355,-0.5120343698518817,-0.5563385795422586,1,1,0,0,0
